CustomerID,Frequency,Monetary,CustomerLifetimeDays
12616,1,460.87,21
12617,2,77.43,249
12618,1,475.34,84
12619,1,725.19,331
12620,1,1618.67,316
12621,3,152.2,59
12622,4,604.52,266
12623,1,684.35,195
12624,1,370.81,225
12625,9,6694.35,43
12626,15,8209.0,49
12627,1,1721.68,38
12628,3,388.5,352
12629,6,176.69,112
12630,4,5412.61,318
12631,10,2633.22,123
12632,2,2093.22,304
12633,1,889.24,226
12634,3,173.97,309
12635,1,224.99,291
12636,1,2537.56,258
12637,4,110.43,357
12638,4,455.5,178
12639,2,3090.49,77
12640,5,620.1,372
12641,5,13246.46,182
12642,2,618.09,80
12643,1,349.22,212
12644,4,133.62,352
12645,11,2117.51,195
12646,8,417.28,155
12647,1,485.24,273
12648,5,102.85,357
12649,4,579.35,336
12650,5,1191.31,217
12651,1,111.96,364
12652,1,430.57,287
12653,1,201.17,226
12654,2,754.68,308
12656,2,406.94,219
12657,1,920.65,260
12658,1,309.05,311
12659,8,790.29,226
12660,4,1422.97,181
12661,1,166.1,58
12662,1,411.9,367
12663,2,1692.6,39
12664,8,498.7,16
12665,2,206.97,13
12666,4,243.42,258
12667,2,417.31,295
12668,1,338.84,132
12669,1,601.01,275
12670,7,933.05,277
12671,3,2225.67,59
12672,1,748.65,240
12673,2,9415.61,263
12674,5,2679.56,288
12675,1,851.69,53
12676,5,605.72,367
12677,1,165.0,296
12678,5,1134.94,367
12679,5,1079.4,332
12680,6,1474.58,260
12681,1,968.49,364
12682,4,2801.13,150
12684,1,3622.98,279
12686,2,109.14,314
12687,2,405.65,153
12688,3,440.0,254
12689,1,654.62,329
12690,1,360.01,178
12691,6,330.32,364
12692,6,3349.43,364
12693,1,423.73,95
12694,1,309.88,322
12695,3,395.61,321
12696,5,973.85,72
12697,1,2099.39,231
12698,3,339.92,370
12699,4,221.16,325
12700,6,174.38,372
12701,3,1699.24,275
12702,3,4600.26,361
12703,4,228.09,31
12704,2,541.66,99
12705,1,3979.68,102
12706,6,379.71,308
12707,1,361.12,302
12708,2,276.32,207
12709,6,99.79,303
12710,2,163.88,241
12711,2,982.41,74
12712,4,305.4,371
12713,5,1529.76,310
12714,1,449.47,231
12715,2,689.18,143
12716,1,855.0,273
12717,1,380.44,4
12718,5,674.83,56
12719,7,455.79,64
12720,2,3163.19,171
12722,1,5655.92,367
12723,1,784.35,295
12724,2,223.86,84
12725,1,182.63,353
12726,2,167.6,276
12727,1,2043.76,372
12728,2,791.72,372
12729,4,1539.98,42
12730,1,276.89,259
12731,4,1530.78,93
12732,1,2418.94,274
12733,2,4754.31,365
12734,4,422.53,335
12735,6,2871.89,294
12736,1,197.8,123
12737,1,1064.21,43
12738,6,378.35,333
12739,2,1438.18,357
12740,1,529.43,92
12741,1,1575.98,333
12742,2,2114.75,237
12743,2,227.2,72
12744,2,353.59,132
12745,2,307.04,357
12746,1,3639.3,20
12747,6,238.45,23
12748,7,134.06,234
12749,1,588.15,368
12750,2,348.02,259
12751,3,673.11,358
12752,10,2880.3,85
12753,3,200.38,364
12754,1,762.99,56
12755,1,856.02,317
12756,8,1826.68,356
12757,1,996.1,144
12758,2,388.92,289
12759,2,1337.61,357
12760,5,2155.89,331
12761,3,4879.92,170
12762,5,185.67,364
12763,4,1107.53,325
12764,3,167.5,30
12765,5,571.73,10
12766,3,549.05,45
12767,1,172.01,357
12768,3,657.29,32
12769,6,2127.97,318
12770,1,458.14,358
12771,3,302.37,59
12772,7,1820.31,204
12773,2,1314.7,60
12774,1,3449.74,252
12775,2,108.02,77
12776,2,688.41,237
12777,2,5512.78,213
12778,3,3723.44,283
12779,1,157.14,297
12780,1,7833.9,266
12781,2,605.27,217
12782,1,306.96,200
12783,1,8626.12,282
12784,13,1970.65,295
12785,1,156.84,224
12786,6,90.21,139
12788,1,1838.92,216
12789,1,1552.41,289
12790,7,1420.16,105
12791,4,122.4,112
12792,5,211.87,371
12794,1,1076.87,273
12795,2,1713.76,254
12796,1,518.13,83
12797,1,245.95,157
12798,3,8540.46,363
12799,12,1779.81,58
12800,3,321.15,371
12801,8,339.57,353
12802,12,2999.78,50
12803,1,1126.52,307
12804,1,1997.18,66
12805,3,454.67,99
12806,3,257.69,371
12807,5,662.58,55
12808,1,252.33,241
12809,3,3440.83,283
12810,9,1957.78,90
12811,1,115.61,309
12812,2,79.2,352
12813,1,2156.74,38
12814,10,1316.57,365
12815,3,574.9,263
12816,1,1121.42,56
12817,6,157.04,286
12819,1,803.12,141
12820,1,386.5,58
12822,7,432.29,172
12823,6,704.98,357
12825,1,1075.19,70
12826,7,2032.04,150
12827,3,307.75,276
12828,1,240.68,212
12829,4,197.48,252
12830,3,127.86,35
12831,1,384.4,246
12832,3,201.19,358
12833,4,1628.76,97
12835,2,171.67,368
12836,13,4016.98,365
12837,1,382.53,24
12838,4,188.84,329
12840,3,1516.87,27
12841,5,373.14,120
12842,9,267.16,359
12843,1,1620.64,161
12845,4,478.14,200
12846,1,364.57,86
12847,1,324.94,239
12848,2,1173.39,371
12849,1,642.79,129
12850,2,213.68,60
12851,3,924.7,56
12852,1,5109.29,118
12853,1,668.2,372
12855,3,3980.71,331
12856,2,151.67,296
12857,6,301.29,316
12858,1,598.09,357
12859,1,1572.35,370
12860,1,623.06,289
12861,2,1627.81,45
12862,5,1561.44,93
12863,2,481.12,168
12864,3,337.79,50
12865,3,304.17,73
12866,5,443.02,21
12867,2,226.99,322
12868,8,170.55,309
12869,2,1137.74,77
12870,4,494.28,259
12871,1,226.64,247
12872,1,424.15,46
12874,4,41.58,57
12875,2,1826.18,321
12876,4,259.04,178
12877,1,53.46,85
12878,1,271.0,203
12879,8,102.81,290
12880,7,482.23,310
12881,3,9461.86,133
12882,1,158.15,354
12883,1,1836.2,252
12884,2,1721.6,272
12885,4,1224.02,266
12886,2,527.12,161
12887,2,207.5,368
12888,1,254.48,80
12889,2,560.62,72
12891,3,12610.59,372
12892,2,607.24,5
12893,1,364.75,291
12894,6,2736.41,18
12895,1,427.73,58
12896,4,707.08,360
12897,1,954.99,318
12898,2,1841.9,20
12899,2,210.35,29
12900,2,268.08,254
12901,1,517.54,175
12903,1,8442.9,324
12904,4,228.11,372
12905,1,1025.44,363
12906,1,1942.46,274
12907,6,223.36,195
12909,3,3062.85,77
12910,3,373.47,197
12911,2,157.07,23
12912,5,423.82,64
12913,1,182.32,321
12914,1,571.71,304
12916,3,2863.43,38
12917,1,5502.38,24
12918,1,638.37,132
12919,5,1659.96,147
12920,6,595.19,59
12921,5,157.95,35
12922,2,3443.4,225
12923,2,1062.95,287
12924,7,668.98,364
12925,5,860.03,170
12926,3,1693.35,371
12927,2,3738.73,76
12928,1,157.02,321
12929,1,2037.89,114
12930,3,890.74,276
12932,1,400.65,310
12934,2,1290.77,272
12935,4,193.49,331
12936,1,675.28,371
12937,3,942.31,231
12938,6,363.98,29
12939,1,13746.47,80
12940,1,3102.08,59
12941,2,874.36,13
12942,4,114.36,365
12943,1,169.48,178
12944,5,610.0,104
12945,4,668.11,364
12946,3,3483.82,365
12947,2,201.25,359
12948,1,870.11,210
12949,1,323.03,350
12950,1,5953.83,195
12952,1,475.29,64
12953,1,3480.79,114
12954,1,284.1,49
12955,1,373.12,59
12956,3,6777.07,49
12957,1,298.4,22
12958,9,135.83,200
12959,5,144.18,237
12961,7,8630.5,361
12963,2,418.92,283
12964,8,247.34,295
12965,7,12317.53,191
12966,2,361.05,281
12967,4,139.37,74
12968,1,256.01,356
12969,2,1009.59,197
12970,3,439.62,115
12971,4,446.31,295
12972,1,30.31,309
12973,5,2561.29,52
12974,16,2995.82,217
12975,2,498.79,262
12976,7,1312.16,279
12977,4,2232.67,136
12978,15,8922.99,251
12979,1,169.7,296
12981,2,3124.72,94
12982,1,1031.41,309
12984,1,1862.3,371
12985,3,829.96,368
12988,2,557.8,179
12989,2,320.58,307
12990,3,307.05,287
12991,7,351.42,287
12992,5,5008.28,295
12993,5,173.18,78
12994,3,220.94,367
12995,2,775.63,36
12996,1,90.05,252
12997,3,607.22,20
12998,8,312.17,86
12999,1,443.57,245
13000,3,2182.11,156
13001,4,393.41,85
13002,1,16591.07,357
13003,4,3454.91,308
13004,1,422.94,217
13005,2,1869.98,255
13006,4,787.8,113
13007,3,260.08,198
13008,2,583.97,217
13009,4,1281.53,316
13010,1,158.04,317
13012,2,195.76,358
13013,2,675.29,219
13014,2,659.64,81
13015,7,618.1,357
13016,1,95.3,153
13017,5,140.63,360
13018,3,137.4,25
13019,1,189.47,371
13020,1,741.34,358
13021,4,3718.89,79
13022,4,1811.76,365
13023,5,330.48,188
13024,3,351.36,358
13025,1,1374.03,231
13026,3,38.12,42
13027,1,168.13,315
13028,1,1267.52,51
13029,5,27.01,360
13030,5,108.03,169
13031,2,1292.37,331
13032,1,849.02,359
13033,1,845.75,17
13034,5,290.24,351
13035,3,1118.96,139
13036,4,2247.81,210
13037,1,1035.47,59
13038,5,309.04,203
13039,3,616.42,368
13040,3,363.55,363
13041,2,1866.86,259
13042,3,458.95,330
13043,1,1461.81,290
13044,1,278.01,6
13045,7,1106.9,218
13046,2,712.66,304
13047,2,2248.3,252
13048,1,1345.53,105
13049,1,444.45,168
13050,7,147.19,331
13051,1,298.47,289
13052,2,579.16,335
13053,1,612.06,188
13054,9,378.88,303
13055,1,305.28,30
13056,3,407.6,83
13057,1,363.65,29
13058,1,2298.97,308
13059,4,3158.35,78
13060,3,177.07,332
13061,8,1231.4,372
13062,2,399.53,59
13063,2,633.8,46
13064,2,804.45,295
13065,3,447.67,372
13066,4,1269.44,317
13067,4,562.99,202
13068,4,38.08,283
13069,2,220.95,317
13070,1,1540.53,111
13071,1,1069.94,88
13072,2,237.9,80
13073,5,693.96,206
13074,4,1419.81,284
13075,2,639.02,280
13076,2,689.51,172
13077,2,1051.49,77
13078,1,121767.04,358
13079,3,667.12,275
13080,7,1885.46,13
13082,4,3506.84,358
13083,3,377.48,245
13084,1,1878.53,367
13085,1,1930.35,368
13086,1,1867.46,142
13087,1,1212.35,144
13088,3,1756.82,232
13089,3,1346.63,283
13090,7,16589.82,165
13091,2,562.68,265
13092,1,173.11,224
13093,2,1511.99,88
13094,1,2139.03,218
13095,2,4630.18,121
13096,3,425.98,186
13097,1,178.95,66
13098,1,1816.72,6
13099,5,272.0,212
13100,1,3252.41,66
13101,4,442.56,372
13102,4,610.57,30
13103,1,781.03,317
13104,2,527.7,371
13105,2,4258.32,221
13106,1,4934.52,328
13107,2,203.88,30
13108,4,2637.35,358
13109,4,2777.31,86
13110,2,2520.47,357
13111,3,570.47,119
13112,2,4870.03,160
13113,1,275.54,359
13114,1,286.86,335
13115,2,532.96,304
13116,1,503.42,63
13117,5,3546.23,95
13118,1,3722.9,307
13120,8,135.94,42
13121,4,606.63,248
13122,1,775.92,314
13123,4,605.12,283
13124,2,356.93,77
13125,2,717.75,371
13126,27,2107.28,113
13127,4,693.24,50
13128,2,801.56,182
13129,2,8028.51,316
13130,3,603.41,372
13131,2,360.13,358
13132,3,3018.94,371
13133,4,689.12,76
13134,4,1579.49,4
13135,14,3017.38,370
13136,6,827.0,56
13137,2,534.79,138
13138,5,337.51,309
13139,7,4488.0,300
13140,3,1257.91,255
13141,1,373.39,296
13142,5,3190.22,275
13143,1,1393.24,333
13144,2,337.58,105
13145,2,620.08,317
13147,1,403.78,276
13148,1,163.57,365
13149,1,864.52,371
13150,4,244.1,11
13151,5,578.24,328
13152,4,213.75,289
13153,1,201.2,353
13154,4,193.39,273
13155,2,328.72,88
13156,4,2370.8,128
13157,2,6464.46,366
13158,2,1223.61,219
13159,3,631.95,333
13160,5,321.87,30
13161,4,250.82,50
13162,1,11711.76,254
13163,1,412.02,49
13164,2,813.48,289
13165,1,252.71,370
13166,2,592.91,216
13167,1,1162.53,311
13168,4,1829.01,295
13169,3,496.85,128
13170,2,63.6,309
13171,1,358.01,16
13173,1,340.85,247
13174,1,987.02,109
13175,2,1027.72,350
13176,3,126.13,323
13177,5,641.69,361
13178,1,1072.34,264
13179,1,18571.24,360
13180,20,4746.16,371
13181,4,1850.67,241
13182,1,4602.65,232
13183,7,2894.52,363
13184,3,416.56,84
13185,6,876.69,338
13186,2,179.05,275
13187,1,372.2,87
13188,12,7366.46,106
13189,2,1122.41,234
13190,1,2232.51,69
13191,2,154.84,42
13192,1,250.01,44
13193,1,818.54,366
13194,2,359.52,295
13195,2,2798.79,191
13196,4,364.39,226
13197,1,411.9,364
13198,2,534.76,148
13199,8,17649.91,232
13200,3,1828.34,290
13201,5,3191.5,328
13202,2,867.97,358
13203,2,447.68,17
13204,1,207.55,202
13205,3,607.38,112
13206,1,578.92,267
13207,1,2308.91,32
13208,1,137.56,372
13209,2,2875.09,359
13210,1,1502.29,203
13211,3,607.49,88
13212,1,67.13,76
13213,2,2245.31,248
13214,4,382.11,363
13215,4,193.46,368
13216,1,400.64,105
13217,3,652.81,358
13218,1,836.98,195
13219,4,723.29,135
13220,1,4597.77,269
13221,4,603.9,263
13222,5,1112.36,311
13223,7,423.2,48
13224,1,1647.43,290
13225,1,16640.01,367
13226,4,867.59,303
13227,1,454.03,365
13228,1,1198.15,368
13229,2,176.81,367
13230,1,891.06,295
13231,1,917.64,359
13232,2,2895.47,365
13233,1,3509.65,233
13234,1,38.64,182
13235,1,228.86,51
13236,2,162.3,333
13237,2,2036.92,363
13238,1,343.61,317
13239,6,258.99,240
13240,1,4481.38,317
13241,7,96.17,171
13242,3,374.04,10
13243,1,323.71,154
13244,1,374.64,181
13245,9,7122.42,282
13246,4,7072.85,49
13248,1,146.17,45
13249,1,197.36,218
13250,5,147.79,142
13251,1,1859.22,41
13252,5,682.94,368
13253,2,365.8,331
13254,4,1816.77,211
13255,17,2617.31,253
13256,9,738.98,119
13257,5,2445.94,286
13258,2,468.85,248
13259,9,662.55,365
13260,1,6436.95,83
13261,2,371.25,223
13263,2,2048.31,247
13264,1,690.31,331
13265,2,638.02,372
13267,1,9818.42,360
13268,1,920.1,367
13270,1,12654.33,71
13271,1,170.02,70
13272,1,4098.73,224
13273,2,1132.37,371
13274,3,1509.78,86
13275,10,11379.87,265
13277,5,538.46,254
13278,1,197.72,126
13279,8,1181.63,364
13280,11,2032.35,107
13281,2,1623.72,361
13282,6,426.91,203
13283,2,1505.39,333
13284,2,155.81,71
13285,1,1496.93,367
13286,1,4111.44,233
13287,2,511.35,168
13289,15,3474.99,45
13290,3,139.01,73
13291,8,621.48,368
13292,3,234.2,178
13293,4,3901.85,364
13295,1,145.89,122
13296,6,12620.29,111
13297,3,1766.66,366
13298,4,957.59,21
13299,1,454.01,286
13300,1,2262.76,245
13301,2,839.47,10
13302,1,1214.5,363
13303,2,28.01,370
13304,1,299.69,233
13305,1,305.28,128
13306,9,816.86,56
13307,1,417.46,140
13308,1,483.69,253
13309,4,1856.69,206
13310,1,407.83,63
13311,3,1687.94,372
13312,2,533.48,211
13313,3,394.09,52
13314,5,1850.79,372
13315,5,328.39,297
13316,1,4415.72,211
13318,10,127.85,85
13319,1,2795.77,280
13320,1,3018.07,331
13321,5,585.32,52
13322,5,2503.46,234
13323,2,3705.61,367
13324,5,684.36,164
13325,4,734.34,28
13326,1,238.85,296
13327,5,349.54,367
13328,1,1307.22,26
13329,1,5106.79,269
13330,2,1613.34,17
13331,4,3104.47,105
13332,3,439.1,24
13333,2,3857.75,198
13334,1,716.29,266
13335,2,765.33,70
13336,1,348.07,233
13337,7,374.47,93
13339,5,982.57,261
13340,1,281.97,52
13341,2,1304.78,22
13342,3,1620.69,251
13343,1,142.4,52
13344,1,215.51,281
13345,8,813.75,175
13346,2,200.14,333
13347,2,518.6,252
13348,3,594.0,364
13349,1,522.92,249
13350,7,2484.45,315
13351,1,203.87,366
13352,1,290.38,259
13353,6,303.66,86
13354,7,204.18,217
13355,1,1715.44,32
13356,5,172.08,288
13357,1,918.2,77
13358,4,1621.66,120
13359,4,2233.93,370
13360,4,590.08,104
13361,2,1470.4,178
13362,2,133.26,203
13363,6,7375.29,167
13364,1,8857.85,269
13365,2,423.89,371
13366,1,6869.78,132
13367,1,1522.18,202
13368,3,4030.89,136
13369,1,865.99,307
13370,2,434.34,280
13371,1,1938.15,97
13372,1,21171.23,357
13373,1,1237.56,88
13374,4,780.41,364
13375,1,1562.06,291
13376,1,361.27,246
13377,3,3166.32,154
13378,1,360.04,312
13379,4,34.05,261
13380,2,207.8,357
13382,1,7170.84,253
13383,5,151.44,337
13384,1,4945.29,365
13385,1,179.42,182
13386,1,996.39,372
13387,1,622.44,366
13388,1,6923.16,267
13389,1,517.22,361
13390,1,215.74,316
13391,3,8432.08,366
13392,1,103.26,288
13393,2,65143.81,322
13394,1,228.98,352
13396,4,3344.43,136
13398,2,655.17,225
13399,2,1078.96,171
13400,3,14443.26,231
13401,7,6290.08,203
13402,1,280.54,287
13403,3,483.3,353
13404,1,1431.97,294
13405,1,1195.94,338
13406,1,2939.19,217
13407,7,561.72,98
13408,7,847.12,167
13409,8,300.37,48
13410,1,693.85,247
13411,3,317.06,49
13412,2,5720.44,55
13414,3,786.46,364
13415,1,6816.07,327
13416,2,180.4,283
13417,3,510.85,17
13418,1,771.87,259
13419,1,404.34,93
13420,7,1488.39,365
13422,9,3469.84,368
13423,6,337.43,63
13424,1,8.06,287
13425,5,876.84,372
13426,7,553.04,297
13427,2,1592.1,296
13428,3,862.7,134
13430,1,1127.44,62
13431,2,679.11,364
13432,6,373.86,197
13433,1,259.33,144
13434,1,3981.11,105
13435,1,1151.18,120
13436,1,820.88,22
13437,2,130.99,368
13438,1,380.38,275
13439,1,4602.59,285
13440,2,755.39,263
13441,2,592.62,314
13442,2,750.11,291
13443,4,4130.73,209
13444,2,76.08,199
13445,4,955.08,350
13446,3,208.8,83
13447,4,972.53,287
13448,1,357.21,15
13449,1,478.14,371
13450,2,534.27,262
13451,2,240.1,305
13452,10,337.42,99
13453,10,226.23,370
13454,5,226.36,324
13455,1,74.15,42
13456,6,913.19,206
13457,1,740.79,288
13458,1,96.34,283
13459,7,697.97,232
13460,2,1078.25,231
13461,2,2930.82,87
13462,6,169.64,231
13463,4,2200.25,224
13464,1,697.55,356
13465,2,1044.82,365
13466,7,207.5,202
13467,1,1977.9,309
13468,7,485.28,24
13470,10,254.87,157
13471,8,357.03,165
13472,2,652.63,275
13473,4,388.53,366
13474,5,626.46,321
13475,10,9817.99,254
13476,9,1018.81,179
13477,4,52.0,16
13478,4,296.63,95
13479,1,818.27,240
13480,1,677.09,171
13481,4,3751.65,225
13482,3,215.05,262
13483,7,355.37,204
13484,1,508.78,34
13485,9,1825.74,233
13486,6,1991.1,370
13487,2,326.4,56
13488,1,272.06,273
13489,1,665.81,17
13490,4,3784.83,177
13491,2,311.25,310
13492,1,1897.76,283
13493,3,2484.18,318
13494,1,2918.15,252
13495,2,335.85,85
13496,8,1661.03,321
13497,3,603.72,254
13498,1,809.5,213
13499,5,847.73,337
13501,1,920.94,136
13502,1,291.62,161
13503,5,2791.32,368
13504,2,1043.33,371
13505,2,239.48,287
13506,2,916.4,350
13507,2,112.45,44
13508,1,257.27,269
13509,5,423.81,307
13510,1,207.25,74
13511,3,228.85,127
13512,3,188.72,66
13513,1,192.6,333
13514,3,1385.52,67
13515,3,194.9,247
13516,8,1420.25,38
13517,2,414.17,371
13518,1,826.81,39
13519,2,458.77,364
13520,1,4203.06,184
13521,3,1099.78,267
13522,3,243.23,147
13523,1,205.65,126
13524,1,306.45,42
13525,3,127.61,205
13526,1,155.07,357
13527,1,251.88,365
13528,1,787.96,298
13529,6,708.9,275
13530,7,415.22,331
13531,5,3000.07,58
13532,1,538.98,364
13533,5,2088.5,303
13534,2,329.29,276
13535,2,2120.59,31
13536,2,113.51,113
13537,4,2338.88,226
13538,8,149.37,170
13539,1,4343.38,366
13540,8,778.19,338
13541,3,4027.87,372
13542,3,948.95,247
13543,1,283.73,302
13544,4,636.28,194
13545,1,413.58,370
13546,7,271635.06,364
13547,4,143.0,365
13548,1,110.24,370
13549,3,1709.45,294
13550,3,167.64,263
13551,1,415.12,78
13552,1,208.73,28
13553,1,1362.71,239
13554,2,1246.23,357
13555,6,122.21,367
13556,3,3062.67,335
13557,1,135.94,219
13558,3,1509.72,76
13559,4,186.41,210
13561,6,265.72,300
13562,2,360.98,371
13563,1,1267.17,39
13564,1,354.01,284
13566,8,111.98,317
13567,2,2925.23,210
13569,5,889.96,153
13570,1,191.22,77
13571,3,1261.94,310
13572,2,449.73,326
13573,5,433.11,79
13574,2,309.1,51
13576,5,1708.16,324
13577,3,86471.19,290
13578,8,1878.44,283
13579,2,201.11,358
13580,1,801.03,364
13581,4,519.06,354
13582,1,1411.24,358
13583,2,168.31,114
13584,4,689.14,252
13585,1,1263.41,31
13586,1,300.94,364
13587,6,403.49,214
13588,1,1715.54,221
13589,1,288.19,130
13591,3,135.94,52
13592,1,1017.9,77
13593,3,2709.55,268
13594,2,851.97,331
13595,1,3863.31,218
13596,1,689.14,178
13597,2,310.33,366
13598,3,337.02,251
13599,4,457.89,4
13600,8,938.65,317
13601,1,479.77,63
13603,2,648.77,80
13604,1,291.57,294
13605,5,698.29,366
13606,8,233.8,115
13607,1,1197.76,360
13608,2,523.94,357
13609,7,6.87,82
13610,4,4747.94,371
13611,1,2736.39,302
13612,1,2226.68,365
13613,6,147.12,320
13614,3,2068.68,357
13615,5,1108.35,48
13616,4,2007.43,86
13617,2,1906.01,85
13618,1,1067.84,361
13619,3,3106.58,169
13620,5,307.04,310
13621,1,662.37,211
13622,2,432.09,66
13623,2,678.29,325
13624,5,558.36,295
13625,1,5395.03,262
13626,1,1237.59,361
13627,4,623.04,246
13628,4,1418.14,367
13630,4,309.5,203
13631,5,419.04,372
13632,1,1212.61,296
13633,4,2162.98,168
13634,2,40097.56,329
13635,1,5641.18,265
13636,3,1358.89,238
13637,2,310.57,104
13638,2,1340.64,336
13639,1,1268.97,326
13640,3,388.47,274
13641,1,1530.23,32
13642,1,8996.58,253
13643,3,640.77,358
13644,7,76.02,197
13645,10,712.56,43
13646,1,4211.48,281
13647,2,1060.41,148
13648,1,90.01,302
13649,10,70387.1,212
13650,1,6775.71,65
13651,4,1154.31,293
13652,1,103.09,323
13653,1,822.34,238
13654,1,185.34,10
13655,2,3226.02,181
13656,1,3811.96,70
13657,6,893.47,363
13658,9,1443.33,24
13659,5,446.72,76
13660,9,1522.29,325
13661,2,163.22,214
13662,1,1864.56,329
13663,4,332.66,312
13664,4,282.13,196
13665,1,1936.54,361
13666,3,326.44,18
13667,2,703.36,359
13668,1,2740.51,35
13669,3,138.29,46
13670,9,259.17,28
13671,28,80072.28,77
13672,3,251.63,113
13673,1,40.53,127
13675,3,262.77,125
13676,1,1142.48,158
13677,1,682.16,195
13678,1,651.98,48
13679,11,5535.05,357
13680,1,44180.27,325
13681,2,252.63,253
13682,2,1799.67,22
13683,4,223.73,16
13685,2,16570.57,18
13686,2,4189.22,357
13687,13,5970.47,141
13688,1,159.73,111
13689,7,1175.02,315
13690,2,4547.24,356
13691,3,314.35,353
13692,2,353.27,307
13693,1,887.38,200
13694,1,296.09,224
13695,3,156.51,66
13696,1,332.65,43
13697,3,1087.05,326
13698,1,1483.76,245
13699,1,147.45,60
13700,1,689.4,319
13701,1,341.51,281
13702,1,1234.53,335
13703,4,114363.17,364
13704,7,862.12,364
13705,1,777.3,307
13706,4,193.43,9
13707,1,58.98,293
13708,1,561.59,43
13709,1,96.14,121
13710,1,498.76,52
13711,1,763.09,131
13712,1,1641.85,317
13713,1,4577.44,234
13714,1,163.13,287
13715,1,275.77,328
13716,2,1225.05,169
13717,1,657.8,224
13718,2,387.67,189
13719,6,987.09,158
13720,6,124.09,169
13721,1,5526.89,182
13722,4,3099.95,364
13723,2,494.32,156
13725,3,165.0,105
13726,10,1646.19,226
13727,5,561.8,275
13728,4,388.76,371
13729,5,2791.31,77
13730,8,883.06,133
13731,9,151.45,202
13732,1,734.38,210
13733,2,250.22,364
13734,2,12214.73,137
13735,3,1257.59,163
13736,5,1580.55,333
13737,2,93.88,45
13738,1,498.79,316
13739,6,627.86,309
13740,1,661.57,36
13741,5,279.05,154
13742,6,180.1,365
13743,1,270.35,365
13744,1,559.96,22
13745,2,1603.57,368
13746,1,191.55,51
13747,10,623.45,360
13748,1,357.21,282
13749,4,430.46,45
13751,10,543.96,13
13752,1,3611.42,16
13753,1,3649.21,49
13754,1,3348.64,318
13755,1,867.85,176
13756,1,524.92,369
13757,5,2537.01,35
13758,2,381.23,235
13759,6,381.44,218
13760,7,1802.02,114
13761,2,1029.35,203
13762,2,470.8,248
13764,1,204.75,214
13765,2,1239.36,73
13766,2,537.97,295
13767,2,621.67,368
13768,4,1750.69,179
13769,1,169.89,357
13771,1,4781.63,219
13772,5,1285.09,371
13773,7,2385.4,304
13774,3,196.94,308
13775,2,322.27,73
13776,6,2332.6,46
13777,2,6480.26,63
13778,1,201.14,324
13779,5,706.15,308
13780,2,336.37,66
13781,3,11386.48,18
13782,3,3815.52,366
13783,1,6411.43,212
13784,3,795.72,241
13785,4,338.56,357
13786,2,283.6,364
13787,5,932.92,360
13788,1,27996.32,64
13789,1,196.83,226
13790,1,2282.97,260
13791,5,612.58,128
13792,3,994.01,50
13794,32,7351.43,368
13795,3,1046.56,255
13796,7,920.04,263
13797,4,363.49,28
13798,1,2035.88,46
13799,1,1698.94,190
13800,2,309.56,330
13801,6,152.05,293
13802,2,955.22,171
13803,1,1431.19,150
13804,1,443.04,204
13805,4,6404.95,149
13806,2,3612.44,324
13807,5,180.88,30
13808,6,185.34,365
13809,4,4731.83,251
13810,4,195.25,311
13811,3,558.81,260
13812,4,318.05,251
13813,3,3007.17,84
13814,1,1054.83,259
13815,2,408.56,372
13816,8,18815.86,16
13817,5,73.13,244
13818,1,4051.36,316
13819,2,1843.79,232
13820,1,334.47,175
13821,2,1316.09,210
13822,3,458.54,200
13823,1,111.81,162
13824,2,650.42,366
13825,5,310.54,115
13826,1,529.67,265
13827,1,2428.32,233
13828,1,621.66,210
13829,1,1842.06,217
13830,2,355.54,98
13831,2,730.89,206
13832,4,208.67,226
13833,9,1590.23,370
13834,1,3649.43,372
13835,1,3528.34,64
13836,1,328.3,210
13837,3,1220.13,189
13838,1,394.25,169
13839,1,2218.18,363
13840,2,326.07,357
13841,1,1298.03,260
13842,4,223.88,22
13843,9,546.93,367
13844,1,1351.3,336
13845,5,1008.43,357
13846,1,498.44,177
13847,1,689.11,24
13848,6,116.01,200
13849,2,717.42,326
13850,1,447.66,105
13851,1,348.2,301
13852,1,317.54,184
13853,1,700.78,247
13854,2,1943.41,368
13855,1,308.21,189
13856,1,413.42,214
13857,2,190.54,232
13858,2,6691.77,356
13859,2,14.81,282
13860,2,3745.66,332
13861,1,873.99,248
13862,7,1452.96,371
13863,1,640.95,283
13864,5,2150.45,358
13865,2,422.83,251
13866,2,2319.03,310
13867,5,1678.89,260
13868,2,468.83,211
13869,2,447.18,366
13870,1,777.6,67
13871,2,1003.69,77
13872,7,634.97,204
13873,1,786.89,10
13874,1,123.88,155
13875,1,2621.76,266
13876,1,581.12,365
13877,1,322.29,268
13878,3,306.72,372
13879,4,2639.17,234
13880,1,584.4,335
13881,4,5733.37,238
13882,2,376.62,371
13883,3,205.94,127
13884,3,243.53,56
13885,5,524.71,368
13886,7,92.52,233
13887,2,788.33,133
13888,1,174.37,158
13890,5,113.49,259
13891,1,950.81,178
13892,1,2272.76,316
13893,3,956.5,363
13894,4,235.25,98
13896,2,2622.38,175
13897,3,371.69,359
13898,4,3268.27,364
13899,1,293.32,51
13900,2,642.78,114
13901,3,305.66,175
13902,1,578.95,259
13903,4,89.99,218
13904,8,261.76,105
13905,3,9624.53,316
13906,2,4512.89,372
13908,6,5463.33,332
13909,1,405.55,18
